Name,Overall,Value,Role,Starter_Ref,Position,Meta_BackupName,Meta_Club,Meta_Value,Meta_Discount,Meta_Gap,Meta_Similarity,Attribute,Rating,Path_ID
J. Boateng,85,30000000.0,Starter,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,ShortPassing,75.0,2
J. Gouweleeuw,79,12000000.0,Backup,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,ShortPassing,68.0,2
J. Boateng,85,30000000.0,Starter,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,Dribbling,64.0,3
J. Gouweleeuw,79,12000000.0,Backup,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,Dribbling,60.0,3
J. Boateng,85,30000000.0,Starter,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,StandingTackle,87.0,4
J. Gouweleeuw,79,12000000.0,Backup,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,StandingTackle,82.0,4
J. Boateng,85,30000000.0,Starter,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,Strength,91.0,5
J. Gouweleeuw,79,12000000.0,Backup,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,Strength,78.0,5
J. Boateng,85,30000000.0,Starter,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,SprintSpeed,72.0,6
J. Gouweleeuw,79,12000000.0,Backup,J. Boateng,RCB,J. Gouweleeuw,FC Augsburg,12000000.0,60.0,-6,35.2,SprintSpeed,69.0,6
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,SprintSpeed,55.0,0
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,SprintSpeed,57.0,0
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Finishing,75.0,1
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Finishing,79.0,1
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,ShortPassing,83.0,2
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,ShortPassing,79.0,2
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Dribbling,76.0,3
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Dribbling,78.0,3
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,StandingTackle,87.0,4
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,StandingTackle,74.0,4
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Strength,79.0,5
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,Strength,82.0,5
A. Vidal,85,26000000.0,Starter,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,SprintSpeed,55.0,6
Raúl García,80,13000000.0,Backup,A. Vidal,CAM,Raúl García,Athletic Club de Bilbao,13000000.0,50.0,-5,26.1,SprintSpeed,57.0,6
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,SprintSpeed,88.0,0
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,SprintSpeed,79.0,0
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Finishing,79.0,1
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Finishing,75.0,1
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,ShortPassing,81.0,2
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,ShortPassing,75.0,2
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Dribbling,84.0,3
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Dribbling,74.0,3
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,StandingTackle,52.0,4
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,StandingTackle,52.0,4
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Strength,78.0,5
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,Strength,78.0,5
I. Perišić,85,37500000.0,Starter,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,SprintSpeed,88.0,6
L. Ocampos,77,12000000.0,Backup,I. Perišić,LM,L. Ocampos,Olympique de Marseille,12000000.0,68.0,-8,38.3,SprintSpeed,79.0,6
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,SprintSpeed,66.0,0
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,SprintSpeed,73.0,0
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Finishing,89.0,1
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Finishing,79.0,1
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,ShortPassing,77.0,2
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,ShortPassing,72.0,2
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Dribbling,76.0,3
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Dribbling,74.0,3
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,StandingTackle,28.0,4
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,StandingTackle,36.0,4
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Strength,80.0,5
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,Strength,84.0,5
E. Džeko,85,30500000.0,Starter,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,SprintSpeed,66.0,6
N. Jørgensen,77,10500000.0,Backup,E. Džeko,ST,N. Jørgensen,Feyenoord,10500000.0,66.0,-8,26.3,SprintSpeed,73.0,6
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,SprintSpeed,60.0,0
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,SprintSpeed,60.0,0
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Finishing,72.0,1
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Finishing,71.0,1
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,ShortPassing,85.0,2
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,ShortPassing,81.0,2
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Dribbling,81.0,3
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Dribbling,67.0,3
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,StandingTackle,83.0,4
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,StandingTackle,74.0,4
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Strength,87.0,5
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,Strength,75.0,5
S. Khedira,85,33000000.0,Starter,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,SprintSpeed,60.0,6
R. Vormer,78,9500000.0,Backup,S. Khedira,RCM,R. Vormer,Club Brugge KV,9500000.0,71.0,-7,33.0,SprintSpeed,60.0,6
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,SprintSpeed,76.0,0
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,SprintSpeed,72.0,0
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Finishing,87.0,1
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Finishing,76.0,1
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,ShortPassing,65.0,2
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,ShortPassing,72.0,2
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Dribbling,77.0,3
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Dribbling,72.0,3
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,StandingTackle,39.0,4
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,StandingTackle,36.0,4
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Strength,92.0,5
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,Strength,91.0,5
Diego Costa,85,38500000.0,Starter,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,SprintSpeed,76.0,6
L. Pratto,78,10000000.0,Backup,Diego Costa,LS,L. Pratto,River Plate,10000000.0,74.0,-7,33.6,SprintSpeed,72.0,6
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,SprintSpeed,73.0,0
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,SprintSpeed,76.0,0
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Finishing,75.0,1
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Finishing,70.0,1
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,ShortPassing,84.0,2
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,ShortPassing,84.0,2
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Dribbling,80.0,3
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Dribbling,84.0,3
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,StandingTackle,86.0,4
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,StandingTackle,75.0,4
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Strength,77.0,5
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,Strength,72.0,5
R. Nainggolan,85,35500000.0,Starter,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,SprintSpeed,73.0,6
G. Wijnaldum,82,23000000.0,Backup,R. Nainggolan,CAM,G. Wijnaldum,Liverpool,23000000.0,35.0,-3,26.3,SprintSpeed,76.0,6
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,SprintSpeed,65.0,0
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,SprintSpeed,64.0,0
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Finishing,57.0,1
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Finishing,52.0,1
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,ShortPassing,76.0,2
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,ShortPassing,80.0,2
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Dribbling,60.0,3
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Dribbling,55.0,3
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,StandingTackle,88.0,4
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,StandingTackle,79.0,4
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Strength,83.0,5
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,Strength,79.0,5
Naldo,85,9000000.0,Starter,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,SprintSpeed,65.0,6
T. Vermaelen,77,5000000.0,Backup,Naldo,CB,T. Vermaelen,FC Barcelona,5000000.0,44.0,-8,-6.9,SprintSpeed,64.0,6
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,SprintSpeed,77.0,0
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,SprintSpeed,83.0,0
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Finishing,64.0,1
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Finishing,60.0,1
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,ShortPassing,83.0,2
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,ShortPassing,74.0,2
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Dribbling,78.0,3
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Dribbling,81.0,3
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,StandingTackle,84.0,4
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,StandingTackle,76.0,4
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Strength,76.0,5
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,Strength,72.0,5
B. Matuidi,85,26000000.0,Starter,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,SprintSpeed,77.0,6
L. Spinazzola,77,11000000.0,Backup,B. Matuidi,LM,L. Spinazzola,Juventus,11000000.0,58.0,-8,31.5,SprintSpeed,83.0,6
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,SprintSpeed,69.0,0
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,SprintSpeed,66.0,0
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Finishing,43.0,1
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Finishing,48.0,1
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,ShortPassing,70.0,2
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,ShortPassing,66.0,2
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Dribbling,67.0,3
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Dribbling,61.0,3
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,StandingTackle,90.0,4
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,StandingTackle,76.0,4
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Strength,79.0,5
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,Strength,79.0,5
Miranda,85,15500000.0,Starter,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,SprintSpeed,69.0,6
L. López,77,7000000.0,Backup,Miranda,CB,L. López,Genoa,7000000.0,55.0,-8,37.3,SprintSpeed,66.0,6
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,SprintSpeed,76.0,0
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,SprintSpeed,83.0,0
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Finishing,81.0,1
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Finishing,80.0,1
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,ShortPassing,83.0,2
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,ShortPassing,75.0,2
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Dribbling,83.0,3
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Dribbling,81.0,3
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,StandingTackle,15.0,4
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,StandingTackle,23.0,4
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Strength,80.0,5
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,Strength,85.0,5
K. Benzema,85,37000000.0,Starter,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,SprintSpeed,76.0,6
V. Aboubakar,80,18000000.0,Backup,K. Benzema,ST,V. Aboubakar,FC Porto,18000000.0,51.0,-5,46.8,SprintSpeed,83.0,6
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,SprintSpeed,75.0,0
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,SprintSpeed,75.0,0
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Finishing,59.0,1
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Finishing,52.0,1
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,ShortPassing,80.0,2
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,ShortPassing,81.0,2
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Dribbling,77.0,3
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Dribbling,76.0,3
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,StandingTackle,84.0,4
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,StandingTackle,77.0,4
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Strength,74.0,5
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,Strength,69.0,5
Filipe Luís,85,21500000.0,Starter,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,SprintSpeed,75.0,6
L. Digne,80,16000000.0,Backup,Filipe Luís,LB,L. Digne,Everton,16000000.0,26.0,-5,45.3,SprintSpeed,75.0,6
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,SprintSpeed,59.0,0
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,SprintSpeed,51.0,0
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Finishing,45.0,1
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Finishing,50.0,1
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,ShortPassing,73.0,2
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,ShortPassing,68.0,2
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Dribbling,63.0,3
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Dribbling,56.0,3
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,StandingTackle,85.0,4
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,StandingTackle,82.0,4
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Strength,87.0,5
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,Strength,85.0,5
V. Kompany,85,22000000.0,Starter,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,SprintSpeed,59.0,6
Raúl,80,12000000.0,Backup,V. Kompany,CB,Raúl,SC Braga,12000000.0,45.0,-5,34.4,SprintSpeed,51.0,6
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,SprintSpeed,70.0,0
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,SprintSpeed,68.0,0
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Finishing,46.0,1
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Finishing,40.0,1
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,ShortPassing,70.0,2
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,ShortPassing,60.0,2
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Dribbling,58.0,3
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Dribbling,59.0,3
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,StandingTackle,85.0,4
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,StandingTackle,80.0,4
Pepe,85,9000000.0,Starter,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Strength,86.0,5
G. González,77,6500000.0,Backup,Pepe,RCB,G. González,Bologna,6500000.0,28.0,-8,19.8,Strength,77.0,5
