Name,Club,Overall,Position,Value,Wage,Fair_Wage,Wage_Delta_Pct,Wage_Status
Dani García,Athletic Club de Bilbao,82,RCM,20000000.0,33000.0,57815.184137173244,-42.921568974503884,Target (Underpaid)
F. Bernardeschi,Juventus,82,RM,29500000.0,110000.0,77045.37862162177,42.773002051455876,Avoid (Overpaid)
J. Brandt,Bayer 04 Leverkusen,82,LM,30500000.0,68000.0,78966.5032186749,-13.887538097395982,Normal Market
D. Rugani,Juventus,82,CB,24500000.0,95000.0,67167.23161578942,41.43801629851267,Avoid (Overpaid)
Samu Castillejo,Milan,82,RM,29000000.0,94000.0,76078.45409797481,23.5566641232557,Normal Market
João Cancelo,Juventus,82,RB,25500000.0,95000.0,69182.06925823749,37.31881832760933,Avoid (Overpaid)
A. Romagnoli,Milan,82,LCB,26500000.0,84000.0,71176.36858521638,18.016698055381188,Normal Market
T. Partey,Atlético Madrid,82,CDM,25500000.0,59000.0,69182.06925823749,-14.717786512326839,Normal Market
Fred,Manchester United,82,CM,26500000.0,140000.0,71176.36858521638,96.69449675896864,Avoid (Overpaid)
J. Vardy,Leicester City,82,ST,20000000.0,96000.0,57815.184137173244,66.04634480144324,Avoid (Overpaid)
A. Belotti,Torino,82,LS,30000000.0,58000.0,78008.0317963608,-25.648681726250405,Normal Market
E. Forsberg,RB Leipzig,82,LM,26000000.0,67000.0,70181.72340621173,-4.533549835754138,Normal Market
J. Lingard,Manchester United,82,CAM,26500000.0,140000.0,71176.36858521638,96.69449675896864,Avoid (Overpaid)
F. Vázquez,Sevilla FC,82,LCM,21500000.0,27000.0,60988.32387715079,-55.729230968232066,Target (Underpaid)
E. Višća,Medipol Başakşehir FK,82,RM,22500000.0,40000.0,63071.58441731427,-36.579998156793906,Target (Underpaid)
A. Rüdiger,Chelsea,82,CB,22500000.0,110000.0,63071.58441731427,74.40500506881678,Avoid (Overpaid)
A. Florenzi,Roma,82,RB,20500000.0,73000.0,58879.589987857435,23.98184161108217,Normal Market
H. Maguire,Leicester City,82,LCB,23500000.0,77000.0,65130.79216296449,18.223650354716135,Normal Market
T. Meunier,Paris Saint-Germain,82,RM,21000000.0,87000.0,59937.23576687942,45.15183906441533,Avoid (Overpaid)
S. Sané,FC Schalke 04,82,CB,18500000.0,41000.0,54579.20399578295,-24.879813191911232,Normal Market
G. Kondogbia,Valencia CF,82,CM,27500000.0,46000.0,73151.1027277252,-37.116464024860946,Target (Underpaid)
Rafinha,FC Barcelona,82,CAM,29500000.0,165000.0,77045.37862162177,114.15950307718381,Avoid (Overpaid)
Gabriel Paulista,Valencia CF,82,LCB,21000000.0,44000.0,59937.23576687942,-26.589874496157766,Normal Market
Morata,Chelsea,82,ST,28500000.0,135000.0,75107.16512755315,79.74317066917908,Avoid (Overpaid)
J. Cillessen,FC Barcelona,82,GK,18000000.0,135000.0,53485.48905401053,152.40490904677856,Avoid (Overpaid)
W. Ben Yedder,Sevilla FC,82,RS,23500000.0,28000.0,65130.79216296449,-57.009581689194135,Target (Underpaid)
C. Bakambu,Beijing Sinobo Guoan FC,82,ST,26000000.0,33000.0,70181.72340621173,-52.97921111313263,Target (Underpaid)
Pablo Sarabia,Sevilla FC,82,RCM,26000000.0,26000.0,70181.72340621173,-62.95331784671057,Target (Underpaid)
W. Zaha,Crystal Palace,82,LS,28500000.0,78000.0,75107.16512755315,3.8516097199701296,Normal Market
Luis Alberto,Lazio,82,CF,28500000.0,67000.0,75107.16512755315,-10.79413011233335,Normal Market
Jonathan Viera,Beijing Sinobo Guoan FC,82,LF,22500000.0,31000.0,63071.58441731427,-50.84949857151527,Target (Underpaid)
Bartra,Real Betis,82,CB,21000000.0,32000.0,59937.23576687942,-46.61081781538747,Target (Underpaid)
S. Coates,Sporting CP,82,RCB,21000000.0,19000.0,59937.23576687942,-68.3001730778863,Target (Underpaid)
Willian José,Real Sociedad,82,ST,26500000.0,44000.0,71176.36858521638,-38.18172959003843,Target (Underpaid)
Víctor Ruiz,Villarreal CF,82,LCB,19500000.0,43000.0,56743.80432931239,-24.220801709998664,Normal Market
T. Delaney,Borussia Dortmund,82,LCM,21500000.0,61000.0,60988.32387715079,0.019144849549775807,Normal Market
K. Casteels,VfL Wolfsburg,82,GK,19500000.0,46000.0,56743.80432931239,-18.93388089906834,Normal Market
M. Götze,Borussia Dortmund,82,CM,27000000.0,67000.0,72166.1237101641,-7.158654843250904,Normal Market
S. Mustafi,Arsenal,82,RCB,22500000.0,115000.0,63071.58441731427,82.33250529921754,Avoid (Overpaid)
J. Pastore,Roma,82,CAM,21500000.0,84000.0,60988.32387715079,37.7312814321669,Avoid (Overpaid)
Pedro,Chelsea,82,RW,21000000.0,140000.0,59937.23576687942,133.57767205767982,Avoid (Overpaid)
G. Bonaventura,Milan,82,CM,22000000.0,115000.0,62033.04610750335,85.38506040910009,Avoid (Overpaid)
R. Bürki,Borussia Dortmund,82,GK,18500000.0,50000.0,54579.20399578295,-8.390016087696624,Normal Market
S. Nzonzi,Roma,82,CDM,17000000.0,77000.0,51273.875023498054,50.17394328927167,Avoid (Overpaid)
A. Ramsey,Arsenal,82,CAM,25000000.0,130000.0,68177.28193955572,90.67935286017234,Avoid (Overpaid)
K. Trippier,Tottenham Hotspur,82,RB,18500000.0,99000.0,54579.20399578295,81.38776814636068,Avoid (Overpaid)
A. Kolarov,Roma,82,LB,12500000.0,73000.0,40854.1986491904,78.6842048398534,Avoid (Overpaid)
G. Sigurðsson,Everton,82,CAM,22500000.0,125000.0,63071.58441731427,98.18750576001905,Avoid (Overpaid)
S. Giovinco,Toronto FC,82,CF,20000000.0,15000.0,57815.184137173244,-74.0552586247745,Target (Underpaid)
M. Arnautović,West Ham United,82,LS,22000000.0,120000.0,62033.04610750335,93.44528042688705,Avoid (Overpaid)
N. Gaitán,Dalian YiFang FC,82,CAM,21000000.0,22000.0,59937.23576687942,-63.29493724807889,Target (Underpaid)
J. Henderson,Liverpool,82,RCM,18000000.0,125000.0,53485.48905401053,133.70824911738757,Avoid (Overpaid)
M. Kruse,SV Werder Bremen,82,ST,21500000.0,45000.0,60988.32387715079,-26.215384947053444,Normal Market
M. Parolo,Lazio,82,RDM,9000000.0,59000.0,32050.365348957537,84.08526504337968,Avoid (Overpaid)
L. Fejsa,SL Benfica,82,CDM,17000000.0,18000.0,51273.875023498054,-64.89440286744299,Target (Underpaid)
A. Rami,Olympique de Marseille,82,RCB,12500000.0,57000.0,40854.1986491904,39.52054350509101,Avoid (Overpaid)
G. Wijnaldum,Liverpool,82,CAM,23000000.0,130000.0,64104.111647018486,102.79510418275386,Avoid (Overpaid)
F. Fazio,Roma,82,LCB,15000000.0,73000.0,46745.12589202906,56.16601433187691,Avoid (Overpaid)
O. Giroud,Chelsea,82,ST,20000000.0,140000.0,57815.184137173244,142.15091950210473,Avoid (Overpaid)
Marcano,Roma,82,CB,15000000.0,73000.0,46745.12589202906,56.16601433187691,Avoid (Overpaid)
A. Guardado,Real Betis,82,CM,19000000.0,35000.0,55665.224232373715,-37.12411926359449,Target (Underpaid)
E. Garay,Valencia CF,82,RCB,15000000.0,44000.0,46745.12589202906,-5.872539306813918,Normal Market
Jardel,SL Benfica,82,LCB,12500000.0,17000.0,40854.1986491904,-58.38860983181496,Target (Underpaid)
S. Sirigu,Torino,82,GK,13500000.0,45000.0,43244.45137620746,4.059592775313653,Normal Market
E. Viviano,Sporting CP,82,GK,12500000.0,15000.0,40854.1986491904,-63.28406749866026,Target (Underpaid)
L. Koscielny,Arsenal,82,CB,12500000.0,115000.0,40854.1986491904,181.4888158436047,Avoid (Overpaid)
A. Consigli,Sassuolo,82,GK,13500000.0,52000.0,43244.45137620746,20.246640540362442,Normal Market
L. Biglia,Milan,82,CDM,12500000.0,98000.0,40854.1986491904,139.87742567541963,Avoid (Overpaid)
Dani Alves,Paris Saint-Germain,82,RB,4800000.0,62000.0,20143.6333275082,207.7895580800343,Avoid (Overpaid)
David Villa,New York City FC,82,ST,8000000.0,12000.0,29379.28056560728,-59.15488817637099,Target (Underpaid)
Aduriz,Athletic Club de Bilbao,82,ST,8000000.0,29000.0,29379.28056560728,-1.2909797595632226,Normal Market
P. Čech,Arsenal,82,GK,3000000.0,60000.0,14234.18449253613,321.5204603499536,Avoid (Overpaid)
M. Rashford,Manchester United,81,LW,27000000.0,110000.0,72166.1237101641,52.42608906331942,Avoid (Overpaid)
Laure Santeiro,Fluminense,81,CAM,17000000.0,40000.0,51273.875023498054,-21.987561927651083,Normal Market
L. Bailey,Bayer 04 Leverkusen,81,LM,26500000.0,54000.0,71176.36858521638,-24.132122678683523,Normal Market
M. Akanji,Borussia Dortmund,81,LCB,21000000.0,49000.0,59937.23576687942,-18.247814779812057,Normal Market
F. de Jong,Ajax,81,LDM,26000000.0,19000.0,70181.72340621173,-72.92742458028849,Target (Underpaid)
Nélson Semedo,FC Barcelona,81,RB,20000000.0,125000.0,57815.184137173244,116.20617812687921,Avoid (Overpaid)
Pablo Fornals,Villarreal CF,81,CAM,24000000.0,36000.0,66151.78244394621,-45.579697674050365,Target (Underpaid)
Fabián,Napoli,81,LM,26000000.0,64000.0,70181.72340621173,-8.808167007287535,Normal Market
E. Bailly,Manchester United,81,CB,21000000.0,105000.0,59937.23576687942,75.18325404325988,Avoid (Overpaid)
Dani Ceballos,Real Madrid,81,LCM,25000000.0,120000.0,68177.28193955572,76.01171033246679,Avoid (Overpaid)
H. Lozano,PSV,81,LS,24000000.0,22000.0,66151.78244394621,-66.74314857858634,Target (Underpaid)
Morales,Levante UD,81,LS,17000000.0,33000.0,51273.875023498054,-35.63973859031214,Target (Underpaid)
J. Seri,Fulham,81,LDM,20500000.0,73000.0,58879.589987857435,23.98184161108217,Normal Market
M. Politano,Inter,81,RM,22500000.0,57000.0,63071.58441731427,-9.62649737343131,Normal Market
M. Brozović,Inter,81,LDM,18500000.0,64000.0,54579.20399578295,17.260779407748323,Normal Market
Williams,Athletic Club de Bilbao,81,LW,24500000.0,31000.0,67167.23161578942,-53.84654204995903,Target (Underpaid)
A. Correa,Atlético Madrid,81,RM,24500000.0,54000.0,67167.23161578942,-19.60365389347701,Normal Market
A. Christensen,Chelsea,81,LCB,21500000.0,91000.0,60988.32387715079,49.20888821818081,Avoid (Overpaid)
João Mário,Inter,81,CAM,22500000.0,71000.0,63071.58441731427,12.570503271690825,Normal Market
T. Strakosha,Lazio,81,GK,17000000.0,36000.0,51273.875023498054,-29.78880573488597,Normal Market
E. Hysaj,Napoli,81,RB,20000000.0,58000.0,57815.184137173244,0.3196666508719552,Normal Market
P. Zieliński,Napoli,81,RCM,24500000.0,64000.0,67167.23161578942,-4.715441651528307,Normal Market
Ricardo Pereira,Leicester City,81,RB,19000000.0,64000.0,55665.224232373715,14.9730390608558,Normal Market
Grimaldo,SL Benfica,81,LB,20500000.0,14000.0,58879.589987857435,-76.22266051294314,Target (Underpaid)
R. Guerreiro,Borussia Dortmund,81,LM,24000000.0,54000.0,66151.78244394621,-18.369546511075555,Normal Market
A. Doucouré,Watford,81,RDM,19500000.0,60000.0,56743.80432931239,5.738416218606515,Normal Market
J. Martínez,Atlanta United,81,LS,22500000.0,14000.0,63071.58441731427,-77.80299935487787,Target (Underpaid)
C. Bacca,Villarreal CF,81,LS,16000000.0,45000.0,49027.996155357476,-8.215706272379075,Normal Market
A. Plea,Borussia Mönchengladbach,81,LW,22000000.0,40000.0,62033.04610750335,-35.51823985770432,Target (Underpaid)
B. Davies,Tottenham Hotspur,81,LB,18500000.0,87000.0,54579.20399578295,59.40137200740787,Avoid (Overpaid)
M. Nastasić,FC Schalke 04,81,LCB,18500000.0,36000.0,54579.20399578295,-34.04081158314157,Target (Underpaid)
A. Milik,Napoli,81,CF,25500000.0,71000.0,69182.06925823749,2.6277484343185487,Normal Market
M. Sabitzer,RB Leipzig,81,LM,22500000.0,54000.0,63071.58441731427,-14.382997511671766,Normal Market
B. Mendy,Manchester City,81,LB,20000000.0,105000.0,57815.184137173244,81.61318962657855,Avoid (Overpaid)
C. Kramer,Borussia Mönchengladbach,81,CDM,17000000.0,35000.0,51273.875023498054,-31.739116686694697,Target (Underpaid)
S. Vrsaljko,Inter,81,RB,18000000.0,57000.0,53485.48905401053,6.570961597528734,Normal Market
T. Hazard,Borussia Mönchengladbach,81,RW,21500000.0,40000.0,60988.32387715079,-34.41367550849195,Target (Underpaid)
K. Bellarabi,Bayer 04 Leverkusen,81,RM,18000000.0,76000.0,53485.48905401053,42.094615463371646,Avoid (Overpaid)
S. Zaza,Torino,81,RS,21000000.0,48000.0,59937.23576687942,-19.9162267230812,Normal Market
F. Ghoulam,Napoli,81,LB,16500000.0,68000.0,50155.38033886238,35.5786747913681,Avoid (Overpaid)
B. Lecomte,Montpellier HSC,81,GK,15000000.0,27000.0,46745.12589202906,-42.23996730190854,Target (Underpaid)
J. Iličić,Atalanta,81,CAM,17000000.0,41000.0,51273.875023498054,-20.03725097584236,Normal Market
K. Volland,Bayer 04 Leverkusen,81,ST,22000000.0,76000.0,62033.04610750335,22.515344270361794,Normal Market
Paco Alcácer,Borussia Dortmund,81,ST,23500000.0,59000.0,65130.79216296449,-9.413047130801921,Normal Market
Vitolo,Atlético Madrid,81,LM,18000000.0,65000.0,53485.48905401053,21.52828954104154,Normal Market
G. Xhaka,Arsenal,81,LDM,22000000.0,115000.0,62033.04610750335,85.38506040910009,Avoid (Overpaid)
D. Tadić,Ajax,81,LAM,17500000.0,26000.0,52383.80878809442,-50.36634295689248,Target (Underpaid)
C. Aránguiz,Bayer 04 Leverkusen,81,LDM,17000000.0,76000.0,51273.875023498054,48.223632337462945,Avoid (Overpaid)
S. Verdi,Napoli,81,RW,19500000.0,77000.0,56743.80432931239,35.697634147211694,Avoid (Overpaid)
D. Lovren,Liverpool,81,RCB,16000000.0,115000.0,49027.996155357476,134.55986174836457,Avoid (Overpaid)
G. Medel,Beşiktaş JK,81,RCB,13000000.0,56000.0,42055.32969357614,33.15791460446897,Avoid (Overpaid)
X. Shaqiri,Liverpool,81,CAM,19000000.0,130000.0,55665.224232373715,133.53898559236336,Avoid (Overpaid)
J. Corona,FC Porto,81,RM,21500000.0,18000.0,60988.32387715079,-70.48615397882138,Target (Underpaid)
A. Areola,Paris Saint-Germain,81,GK,16500000.0,61000.0,50155.38033886238,21.622046504021384,Normal Market
K. Vogt,TSG 1899 Hoffenheim,81,CB,17500000.0,42000.0,52383.80878809442,-19.822554007287863,Normal Market
Ander Herrera,Manchester United,81,CM,17500000.0,140000.0,52383.80878809442,167.25815330904047,Avoid (Overpaid)
E. Salvio,SL Benfica,81,RW,18500000.0,19000.0,54579.20399578295,-65.18820611332472,Target (Underpaid)
S. El Shaarawy,Roma,81,LM,21000000.0,77000.0,59937.23576687942,28.46771963172391,Normal Market
C. Smalling,Manchester United,81,RCB,16000000.0,130000.0,49027.996155357476,165.1546263242382,Avoid (Overpaid)
Hulk,Shanghai SIPG FC,81,RCM,15500000.0,25000.0,47891.370570386345,-47.79852883254345,Target (Underpaid)
S. Kagawa,Borussia Dortmund,81,CAM,17500000.0,65000.0,52383.80878809442,24.084142607768786,Normal Market
M. Lanzini,West Ham United,81,CAM,23000000.0,90000.0,64104.111647018486,40.396610588060376,Avoid (Overpaid)
L. Stindl,Borussia Mönchengladbach,81,CF,18000000.0,43000.0,53485.48905401053,-19.604362303618675,Normal Market
O. Toprak,Borussia Dortmund,81,CB,16000000.0,59000.0,49027.996155357476,20.339407331769657,Normal Market
D. Perotti,Roma,81,LW,17500000.0,84000.0,52383.80878809442,60.354891985424274,Avoid (Overpaid)
F. Muslera,Galatasaray SK,81,GK,10000000.0,52000.0,34644.86923626099,50.094375145091604,Avoid (Overpaid)
S. Kjær,Sevilla FC,81,RCB,14000000.0,23000.0,44422.12221917591,-48.22399549819013,Target (Underpaid)
S. Bender,Bayer 04 Leverkusen,81,LCB,14000000.0,69000.0,44422.12221917591,55.32801350542961,Avoid (Overpaid)
M. Valbuena,Fenerbahçe SK,81,LM,11000000.0,86000.0,37172.35883262683,131.35470199033023,Avoid (Overpaid)
Pedro León,SD Eibar,81,RM,15500000.0,32000.0,47891.370570386345,-33.18211690565561,Target (Underpaid)
K. Boateng,Sassuolo,81,CM,15000000.0,65000.0,46745.12589202906,39.05193056947944,Avoid (Overpaid)
L. Piszczek,Borussia Dortmund,81,RB,7000000.0,57000.0,26619.28070364867,114.13050425583846,Avoid (Overpaid)
A. Candreva,Inter,81,RM,15500000.0,74000.0,47891.370570386345,54.51635465567139,Avoid (Overpaid)
D. Wass,Valencia CF,81,RB,17000000.0,46000.0,51273.875023498054,-10.28569621679874,Normal Market
E. Lamela,Tottenham Hotspur,81,RM,21000000.0,105000.0,59937.23576687942,75.18325404325988,Avoid (Overpaid)
D. Rose,Tottenham Hotspur,81,LB,14500000.0,92000.0,45588.85582146803,101.8037047481168,Avoid (Overpaid)
C. Vela,Los Angeles FC,81,RW,17500000.0,15000.0,52383.80878809442,-71.36519785974566,Target (Underpaid)
Renato Augusto,Beijing Sinobo Guoan FC,81,LCM,16500000.0,28000.0,50155.38033886238,-44.17348685061314,Target (Underpaid)
A. Valencia,Manchester United,81,RM,10000000.0,120000.0,34644.86923626099,246.37163495021142,Avoid (Overpaid)
L. Fabiański,West Ham United,81,GK,9000000.0,70000.0,32050.365348957537,118.4062466616369,Avoid (Overpaid)
João Moutinho,Wolverhampton Wanderers,81,RCM,15000000.0,85000.0,46745.12589202906,81.83713997547312,Avoid (Overpaid)
Borja Valero,Inter,81,CAM,11000000.0,74000.0,37172.35883262683,99.07265054981904,Avoid (Overpaid)
F. Quagliarella,Sampdoria,81,RS,8000000.0,39000.0,29379.28056560728,32.74661342679428,Avoid (Overpaid)
B. Gomis,Al Hilal,81,ST,14000000.0,56000.0,44422.12221917591,26.063315308754465,Normal Market
H. Herrera,FC Porto,81,CM,17500000.0,20000.0,52383.80878809442,-61.82026381299423,Target (Underpaid)
Raffael,Borussia Mönchengladbach,81,CF,11000000.0,41000.0,37172.35883262683,10.297009088413251,Normal Market
Nani,Sporting CP,81,LM,15500000.0,19000.0,47891.370570386345,-60.32688191273302,Target (Underpaid)
J. Milner,Liverpool,81,CM,13500000.0,120000.0,43244.45137620746,177.4922474008364,Avoid (Overpaid)
J. Mathieu,Sporting CP,81,LCB,5500000.0,18000.0,22274.97032447727,-19.19181153646539,Normal Market
Joaquín,Real Betis,81,LS,6000000.0,24000.0,23753.935737680138,1.0358883893482027,Normal Market
M. Gómez,RC Celta,80,ST,20500000.0,25000.0,58879.589987857435,-57.540465201684185,Target (Underpaid)
K. Havertz,Bayer 04 Leverkusen,80,CAM,22000000.0,32000.0,62033.04610750335,-48.41459188616346,Target (Underpaid)
T. Ndombele,Olympique Lyonnais,80,CM,22500000.0,51000.0,63071.58441731427,-19.139497649912222,Normal Market
H. Aouar,Olympique Lyonnais,80,LM,23500000.0,51000.0,65130.79216296449,-21.696023791032168,Normal Market
Carlos Soler,Valencia CF,80,RM,21000000.0,31000.0,59937.23576687942,-48.279229758656605,Target (Underpaid)
Odriozola,Real Madrid,80,RB,18500000.0,115000.0,54579.20399578295,110.70296299829776,Avoid (Overpaid)
M. Almirón,Atlanta United,80,CAM,19500000.0,11000.0,56743.80432931239,-80.61462369325547,Target (Underpaid)
Welington Dano,Cruzeiro,80,LB,10500000.0,34000.0,35916.47638100917,-5.335925386106374,Normal Market
Everton Andrão,Fluminense,80,CDM,4500000.0,34000.0,19205.69367823022,77.03083559298474,Avoid (Overpaid)
Oyarzabal,Real Sociedad,80,CAM,21000000.0,29000.0,59937.23576687942,-51.616053645194896,Target (Underpaid)
F. Balbuena,West Ham United,80,RCB,15500000.0,80000.0,47891.370570386345,67.04470773586097,Avoid (Overpaid)
M. Marega,FC Porto,80,RS,16000000.0,19000.0,49027.996155357476,-61.246631537226726,Target (Underpaid)
B. Pavard,VfB Stuttgart,80,RB,17500000.0,33000.0,52383.80878809442,-37.00343529144046,Target (Underpaid)
W. Ndidi,Leicester City,80,LDM,17000000.0,50000.0,51273.875023498054,-2.4844524095638496,Normal Market
A. Onana,Ajax,80,GK,14500000.0,14000.0,45588.85582146803,-69.29074058180832,Target (Underpaid)
G. Lo Celso,Real Betis,80,RCM,20000000.0,72000.0,57815.184137173244,24.534758601082427,Normal Market
M. Acuña,Sporting CP,80,LB,12500000.0,16000.0,40854.1986491904,-60.83633866523761,Target (Underpaid)
Rúben Neves,Wolverhampton Wanderers,80,LCM,20500000.0,59000.0,58879.589987857435,0.2045021240253154,Normal Market
Mariano,Real Madrid,80,ST,20000000.0,140000.0,57815.184137173244,142.15091950210473,Avoid (Overpaid)
Raúl,SC Braga,80,CB,12000000.0,19000.0,39640.448901425145,-52.06916034869394,Target (Underpaid)
M. Caldara,Milan,80,CB,17500000.0,73000.0,52383.80878809442,39.3560370825711,Avoid (Overpaid)
M. Vecino,Inter,80,LM,14500000.0,63000.0,45588.85582146803,38.19166738186259,Avoid (Overpaid)
T. Bakayoko,Milan,80,LCM,17000000.0,85000.0,51273.875023498054,65.77643090374146,Avoid (Overpaid)
M. Dahoud,Borussia Dortmund,80,CM,20000000.0,50000.0,57815.184137173244,-13.517528749248314,Normal Market
Rafa,SL Benfica,80,RW,18500000.0,17000.0,54579.20399578295,-68.85260546981685,Target (Underpaid)
K. Baldé,Inter,80,RM,20000000.0,65000.0,57815.184137173244,12.427212625977191,Normal Market
G. Rulli,Real Sociedad,80,GK,14000000.0,26000.0,44422.12221917591,-41.47060360664972,Target (Underpaid)
F. Armani,River Plate,80,GK,9000000.0,22000.0,32050.365348957537,-31.358036763485547,Target (Underpaid)
Rony Lopes,AS Monaco,80,RM,20000000.0,65000.0,57815.184137173244,12.427212625977191,Normal Market
Santi Mina,Valencia CF,80,LS,20000000.0,40000.0,57815.184137173244,-30.81402299939865,Target (Underpaid)
K. Demirbay,TSG 1899 Hoffenheim,80,RCM,19500000.0,37000.0,56743.80432931239,-34.79464333185931,Target (Underpaid)
Gayà,Valencia CF,80,LB,16500000.0,33000.0,50155.38033886238,-34.20446664536548,Target (Underpaid)
André Gomes,Everton,80,LDM,19500000.0,130000.0,56743.80432931239,129.0999018069808,Avoid (Overpaid)
N. Tagliafico,Ajax,80,LB,15000000.0,20000.0,46745.12589202906,-57.214790594006324,Target (Underpaid)
M. Sanson,Olympique de Marseille,80,RDM,19500000.0,47000.0,56743.80432931239,-17.171573962091564,Normal Market
Pacheco,Deportivo Alavés,80,GK,13000000.0,23000.0,42055.32969357614,-45.31014221602167,Target (Underpaid)
E. Can,Juventus,80,CM,19500000.0,91000.0,56743.80432931239,60.369931264886546,Avoid (Overpaid)
H. Çalhanoğlu,Milan,80,CAM,19500000.0,89000.0,56743.80432931239,56.84531739093299,Avoid (Overpaid)
M. Ginter,Borussia Mönchengladbach,80,RWB,15500000.0,28000.0,47891.370570386345,-41.53435229244866,Target (Underpaid)
M. Keane,Everton,80,RCB,15500000.0,88000.0,47891.370570386345,83.74917850944706,Avoid (Overpaid)
L. Shaw,Manchester United,80,LB,16500000.0,96000.0,50155.38033886238,91.40518794075496,Avoid (Overpaid)
Z. Feddal,Real Betis,80,CB,12000000.0,29000.0,39640.448901425145,-26.842402637480227,Normal Market
S. Haller,Eintracht Frankfurt,80,RS,19000000.0,41000.0,55665.224232373715,-26.34539685163925,Normal Market
Bernard,Everton,80,LM,17500000.0,97000.0,52383.80878809442,85.17172050697803,Avoid (Overpaid)
T. Inui,Real Betis,80,LM,14000000.0,30000.0,44422.12221917591,-32.46608108459582,Target (Underpaid)
Portu,Girona FC,80,RM,17500000.0,37000.0,52383.80878809442,-29.36748805403931,Normal Market
M. Batshuayi,Valencia CF,80,ST,19500000.0,105000.0,56743.80432931239,85.0422283825614,Avoid (Overpaid)
E. Zahavi,Guangzhou R&F; FC,80,LS,14500000.0,24000.0,45588.85582146803,-47.35555528309997,Target (Underpaid)
T. Vaclík,Sevilla FC,80,GK,11500000.0,17000.0,38413.413338757826,-55.74462532115682,Target (Underpaid)
N. Pope,Burnley,80,GK,13000000.0,48000.0,42055.32969357614,14.135355375259124,Normal Market
Héctor Bellerín,Arsenal,80,RB,16500000.0,85000.0,50155.38033886238,69.47334348921012,Avoid (Overpaid)
P. Kadeřábek,TSG 1899 Hoffenheim,80,RWB,14000000.0,39000.0,44422.12221917591,-12.205905409974571,Normal Market
J. Butland,Stoke City,80,GK,14000000.0,39000.0,44422.12221917591,-12.205905409974571,Normal Market
J. Vestergaard,Southampton,80,CB,14500000.0,51000.0,45588.85582146803,11.86944502341257,Normal Market
J. Tarkowski,Burnley,80,RCB,15500000.0,56000.0,47891.370570386345,16.931295415102674,Normal Market
Deulofeu,Watford,80,RS,18500000.0,56000.0,54579.20399578295,2.603181981779782,Normal Market
E. Dier,Tottenham Hotspur,80,CDM,16500000.0,73000.0,50155.38033886238,45.54769499661575,Avoid (Overpaid)
J. Murillo,Valencia CF,80,LCB,16000000.0,38000.0,49027.996155357476,-22.49326307445344,Normal Market
M. Badelj,Lazio,80,CDM,11500000.0,53000.0,38413.413338757826,37.97263870462874,Avoid (Overpaid)
N. Schulz,TSG 1899 Hoffenheim,80,LWB,14500000.0,37000.0,45588.85582146803,-18.839814394779115,Normal Market
L. Digne,Everton,80,LB,16000000.0,79000.0,49027.996155357476,61.13242676626784,Avoid (Overpaid)
M. Uth,FC Schalke 04,80,ST,17500000.0,42000.0,52383.80878809442,-19.822554007287863,Normal Market
Cristian Tello,Real Betis,80,LM,16000000.0,30000.0,49027.996155357476,-38.81047084825271,Target (Underpaid)
D. Vida,Beşiktaş JK,80,LCB,11500000.0,55000.0,38413.413338757826,43.17915337272794,Avoid (Overpaid)
L. Muriel,Sevilla FC,80,ST,17500000.0,24000.0,52383.80878809442,-54.18431657559306,Target (Underpaid)
V. Aboubakar,FC Porto,80,ST,18000000.0,19000.0,53485.48905401053,-64.4763461341571,Target (Underpaid)
A. Oxlade-Chamberlain,Liverpool,80,CM,19500000.0,94000.0,56743.80432931239,65.65685207581687,Avoid (Overpaid)
S. Aurier,Tottenham Hotspur,80,RB,15500000.0,82000.0,47891.370570386345,71.22082542925749,Avoid (Overpaid)
J. Matip,Liverpool,80,CB,15000000.0,99000.0,46745.12589202906,111.7867865596687,Avoid (Overpaid)
Sergi Enrich,SD Eibar,80,RS,15500000.0,34000.0,47891.370570386345,-29.00599921225909,Normal Market
A. Yarmolenko,West Ham United,80,RM,15000000.0,92000.0,46745.12589202906,96.8119632675709,Avoid (Overpaid)
Hugo Mallo,RC Celta,80,RB,13500000.0,27000.0,43244.45137620746,-37.56424433481181,Target (Underpaid)
André Almeida,SL Benfica,80,RB,12000000.0,15000.0,39640.448901425145,-62.15986343317943,Target (Underpaid)
D. Didavi,VfB Stuttgart,80,CAM,15000000.0,44000.0,46745.12589202906,-5.872539306813918,Normal Market
R. Rodríguez,Milan,80,LB,15500000.0,81000.0,47891.370570386345,69.13276658255923,Avoid (Overpaid)
R. Pereyra,Watford,80,LM,15500000.0,65000.0,47891.370570386345,35.72382503538703,Avoid (Overpaid)
Mario Gaspar,Villarreal CF,80,RB,12000000.0,35000.0,39640.448901425145,-11.706348010751999,Normal Market
Maicon,Galatasaray SK,80,CB,11500000.0,63000.0,38413.413338757826,64.00521204512472,Avoid (Overpaid)
D. Blind,Ajax,80,LB,12000000.0,22000.0,39640.448901425145,-44.50113303532983,Target (Underpaid)
J. Zoet,PSV,80,GK,12500000.0,16000.0,40854.1986491904,-60.83633866523761,Target (Underpaid)
A. Ljajić,Beşiktaş JK,80,CAM,17500000.0,52000.0,52383.80878809442,-0.7326859137849722,Normal Market
Canales,Real Betis,80,RCM,15500000.0,30000.0,47891.370570386345,-37.35823459905214,Target (Underpaid)
